,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
114,Market position and control of the market is everything in software.....,3.0,Creative cloud is king and being the leader in the market is where to be....,"Typical high stress, aggressive, fast-paced technical delivery culture in the sales and services business lines. Lot's of pressure to exceed utilization hours to meet numbers every quarter. The mantra is to bill as many hours as you can. It is important to hold people accountable and to achieve goals, so there is a silver lining, but it is difficult to strike the right balance between overwork and sanity. In Adobe's defense though, they do provide benefits to reduce stress. Just the execution and practice take time.",Be the first to find this review helpful,2021-03-24, Senior Manager ,San Jose, CA,Current Employee, more than 3 years
115,Solid Company,4.0,Great Benefits Positive Work Life Experience,Organizations are very siloed here,Be the first to find this review helpful,2021-03-23, Project Manager ,San Jose, CA,Current Employee, more than 3 years
116,First year here has been amazing and the community at Adobe cares for new hires,4.0,Love to culture at Adobe! A company that values work life balance!,Unsure about career growth and trajectory,Be the first to find this review helpful,2021-03-22, Solutions Consultant Analyst ,New York, NY,Current Employee, less than 1 year
117,Great company,4.0,Work life balance is great,Advancement is maybe lacking sometimes,Be the first to find this review helpful,2021-03-22, Senior Analyst ,Lehi, UT,Current Employee, more than 3 years
118,AE Adobe Sign - Love it!,5.0,Love it. Great pay. Treats employees well. Great company values,small deal sizes. very transactional. AE's wear multiple hats.,Be the first to find this review helpful,2021-03-19, Account Executive ,San Ramon, CA,Current Employee,
119,Excellent employer and employee experience!,5.0,The values of the company are reflecting in most employees.,Very corporate culture that could use some softening around the edges.,Be the first to find this review helpful,2021-03-19, Program Manager ,San Jose, CA,Former Employee, more than 3 years
120,Good company,4.0,"Market leader in many solutions
Experience Platform is promising, but needs work
Stock increasing, unlimited PTO and extended holiday breaks
Support for career growth and remote work","Sometimes sales is TOO far ahead of product (the case in all companies, but lately, seems to be more of a problem)
A lot of legacy tech debt. With focus on AEP, other application solutions risk falling behind",Be the first to find this review helpful,2021-03-19, Consultant ,New York, NY,Current Employee,
121,Good benefits,4.0,"Good benefits, cares about employees",Work-life balance can get infringed upon,Be the first to find this review helpful,2021-03-17, Software Engineer ,San Francisco, CA,Current Employee,
122,Great values,5.0,"Great ESPP program. They support employees, customers, and communities.",Too many reorgs can make it hard to prioritize work.,Be the first to find this review helpful,2021-03-16, Program Manager ,San Jose, CA,Former Employee, more than 5 years
123,Great Company,5.0,Amazing team with great benefits,There really are none that I can think of,Be the first to find this review helpful,2021-03-15, Account Manager ,San Jose, CA,Former Employee, more than 1 year
124,Great company to work at,4.0,"Great work-life balance, plenty of interesting challenges and opportunities within the company. The company is committed to develop talent from within.",Career progression can be slower depending on what teams you are on,Be the first to find this review helpful,2021-03-15, Product Manager ,San Francisco, CA,Current Employee, more than 3 years
125,Solid company with a good future,5.0,"Large company that is still growing 20% a year
Good benefits including ESPP, wellness dollars, education reimbursement and more.",Some processes are still ancient. Lots of old school practices still done including way too much excel.,Be the first to find this review helpful,2021-03-14," Senior Manager, Sales Operations ",Lehi, UT,Current Employee, more than 10 years
126,N-a,4.0,Lots of opportunities to grow,None really that I can think,Be the first to find this review helpful,2021-03-13, Software Engineer ,San Francisco, CA,Current Employee,
127,Good first job,3.0,Good team to work with,Very demanding work hours and culture,Be the first to find this review helpful,2021-03-13, Graphic Designer ,San Marcos, CA,Former Employee,
128,Unfulfilled potential,2.0,"overall friendly environment, interesting products and space","hierarchical , bureaucratic, follower-mentality, lack of transparency, mediocre , old school, lack of diversity in leadership",4 people found this review helpful,2021-03-13, Principal Product Marketing Manager ,San Francisco, CA,Current Employee, more than 3 years
129,Supportive Work Environment,5.0,"Adobe is such an incredible place to work. Everyone is supportive and collaborative and they really take care of their employees. When the pandemic hit, Adobe was like my parent taking care of me every step of the way.","Adobe is a high performing environment, so you have to be able to juggle competing priorities on a regular basis.",Be the first to find this review helpful,2021-03-12, Program Manager ,San Francisco, CA,Current Employee, more than 1 year
130,Excellent place to work,4.0,"Treats employees well, employees are well compensated & benefits are excellent, flexibility around family and time off. Company continues to grow which provides great opportunities for learning new skills, technologies, and industries","Adobe seeks people that are mid to senior in their career. Can be hard to grow career there. Of course there are some super star exceptions but in general, progresson is slow and uneven.",1 person found this review helpful,2021-03-12, Global Head ,Seattle, WA,Former Employee, more than 10 years
