,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
269,Marketing,3.0,Smart and extremely dedicated team.  A company that is poised for either a generous IPO or buy out.  Future appears bright.  Technology unmatched at the moment.,"While Marketing team is talented, the leadership sorely lacks in team and individual management skills; employee reviews were either missed and conducted late, employee growth and satisfaction (in the marketing office at least) is of marginal interest to mgmt.  The Alteryx Marketing office takes itself a bit too seriously and leadership is rather humorless.  A quiet and intense place to work.",5 people found this review helpful,2015-07-16, California ,San Mateo, CA,Current Employee, more than 3 years
270,Awesome Company,5.0,I really cant say enough about this company. I've had the good fortune to work here  for just over a year now and have seen the growth and opportunity first hand. The company advocates for their employees and this really shows through all they offer. The founders are brilliant and innovative leaders that push their employees to excel. It's a fun environment. We do events pretty regularly. The benefits are very generous. Casual work environment. Great team here with a family feel.  I truly feel lucky everyday that I work here.,None off the top of my head.,7 people found this review helpful,2015-05-14,  ,Irvine, CA,Current Employee,
271,Innovative company with an awesome team!,5.0,"I am really glad I decided to join Alteryx. So far, my experience has been great. The interview process was quick and very efficient and the onboarding was more thorough than what I've seen at any other company. The people that I've met are very welcoming and genuinely interested in getting to know you. The product is awesome and very innovative, which you get to see for yourself during boot camp. During boot camp, the CEO actually came in, talked to everyone, shook our hands and sat in for the presentations. For me, that goes a long way.

Alteryx prides itself on the customer experience and I think this applies to their employees too. Everyone is working towards a common goal and Alteryx does a good job of making sure the employees feel appreciated. They offer some pretty cool perks and their benefits are phenomenal. Lastly, the culture is really positive and the people are humble.  Everyone is always looking for suggestions and ways to improve. I like that we're still evolving and the company listens to their employees and allows them to contribute ideas to make Alteryx the best it can be.","Within the time I've been at Alteryx, I haven't determined any.",8 people found this review helpful,2014-12-20, Anonymous Employee ,Irvine, CA,Current Employee, less than 1 year
272,"Fast Paced, Growing Company with Lots of Career Upside",4.0,"Alteryx is one of the few places where all aspects of a business are focused on the same thing - rapid growth of the number of happy customers. This has included how marketing invest, how the sales team is set up and how the product is developed. This provides a lot of clarity and focus for everyone. The company is growing really fast so there are lot of opportunities for people who are good at what they do.",As the company grows there is still a lot of change. This is inevitable when he company is expanding but also  but can at times be painful for individual employees but if you are part of this type of company you have to expect that. There are some people for whom the fast pace can be overwhelming,9 people found this review helpful,2014-10-06, Senior Marketing ,San Mateo, CA,Current Employee, more than 1 year
273,"Struggle, strife and confusion",1.0,"Alteryx is in a hot,  fast growing market and has a solidly built product. They have a loyal customer base that really promotes the product.","Confusion between who they are and who they want to be. Started as a consulting company with slow growth/pace, was always meant to be a “lifestyle” company. New management was brought on the help grow and sell the company. This has created a lot of strife and confusion between the old guard and new guard. Old guard is an anchor keeping the company from progressing. Too many other great companies in this hot space to bother with the hassle that comes with being an Alteryx employee.",19 people found this review helpful,2014-05-07, Anonymous Employee ,,,Former Employee,
274,Some really bad execs and worse managers.....,2.0,"There are some really smart, engaging people that work for this company and that actually makes it bearable.  The software is great (if you get the opportunity to learn how to use it), and overall if you're in a good office, you can have a positive experience at this company.","Some executives don't understand what it's like to be an ""up and coming"" company.  That being said, there are egos here from execs to managers and it's very discouraging.  It's been a while since I've worked with people who are pompous and arrogant and having to do so cheapens my overall professional experience with Alteryx.  Certain managers have a chip on their shoulder and believe that by agreeing with everything a Director/VP does keeps them in good graces.  There are quite a few total control freaks (from Execs to HR to Development to IT).  It's an odd place at times.",6 people found this review helpful,2014-04-15, Anonymous Employee ,,,Current Employee, less than 1 year
275,Consulting company trying to be a software company,1.0,"Software developers in Boulder are solid.
Corp HQ Location",This company is trying to figure out what it does best and meanwhile is churning through many employees.  CEO/founder is egotistical; new leadership is confused and was brought in to try and sell the company; former sales management booted for a new clueless management that doesn't understand the business.,13 people found this review helpful,2014-04-12, Sales ,,,Current Employee,
276,Great fun AND getting the job done!,5.0,"This is my favorite job ever. Alteryx is a great company with a great future. The team is full of smart, fun people that I love hanging out with - both when we are on the road and when we are back in the office. The management chain is super-transparent - I always know where we are headed, and I always know what is expected of me, which is great - I hate when you have to guess what you are expected to do.","None, really. We work hard. We are constantly reminded though to keep in mind why we are doing this, and to spend time with family, etc. Great work/life balance here, but don't come here to coast!",3 people found this review helpful,2014-02-27, Anonymous Employee ,,,Current Employee, more than 1 year
277,"Great Company, Lots of Opportunity!",5.0,"Alteryx is a a very fast growing market and is growing company so there is a lot of room for career growth.   There is great leadership over the past couple years that has really driven, company awareness, sales execution and product vision.  Great team of people to work with!","The advanced analytics space is growing quickly, so the company moves at a fast pace.    Which is not necessarily a con, it keeps you on your toes.",5 people found this review helpful,2014-02-25, Anonymous Employee ,Boulder, CO,Current Employee, more than 5 years
278,"Fast moving company, tons of opportunity and momentum",5.0,"Solving major big data problems, customers love our software, lot's of analyst visibility on Alteryx right now, great technology partners",Need resources as we scale...keep hiring!,2 people found this review helpful,2014-02-09, Account Executive ,,,Current Employee, more than 3 years
279,A leader in data blending and advanced analytics.,5.0,Alteryx has a culture of embracing their talent.  Management consistently encourages and enables employees to collaborate to assure customer success.,"The market is moving fast...not that this is a CON, Alteryx is keeping pace and recognized as a leader by analysts and customers.",4 people found this review helpful,2014-02-07, Anonymous Employee ,San Francisco, CA,Current Employee, more than 1 year
280,Once was a great company to work for but no more,1.0,The company is growing and constantly changing.  Often if you are in a bad situation it will change if you ride it out.,The company is being grown in order to be sold.  A large number of VPs have been hired and the company is top-heavy.  The CEO used to be in touch with what was going on but has become aloof.  Employee morale has dropped like a rock in most departments and the best people are jumping ship.,6 people found this review helpful,2013-11-10, Anonymous Employee ,,,Current Employee,
281,Growing company with a great future.,5.0,"Great benefits (insurance, 401K, matching).  Most of the leadership is very solid and focused.  Places to move up if you fill the need.  The company is growing quickly with a lot of opportunity and new positions.",Re-organization is common.  High turnover in sales.  Not a well known company yet.,3 people found this review helpful,2013-11-08, Sales ,,,Current Employee, more than 3 years
282,Great company,4.0,"Innovative product, great people, growing industry, fast pace, good leadership, lots of possibilities, good benefits, stock options",Shift in the company. Not necessarily a con.,1 person found this review helpful,2013-10-31, Anonymous Employee ,,,Current Employee, more than 3 years
283,"Good Company, Great Product",4.0,"Company benefits are very good, acceptable salary, some really nice co-workers and a nice office.","No job security, no camaraderie, to many office clicks made it very hard to work each day.  You could sit at your desk all day long and not speak to anyone so quiet in the office you could hear a pin drop, No enthusiasm whatsoever",2 people found this review helpful,2013-06-08, Inside Sales and Support ,Irvine, CA,Current Employee, more than 1 year
284,Losing sight of core values,2.0,Great software that is very powerful for those wanting to perform BI and spatial analysis.,"Pricing provides high entry barrier. Losing sight of retaininging key employees and customers, and focus on the product",6 people found this review helpful,2013-05-09, Account Management ,,,Former Employee, more than 1 year
285,Alteryx humble roots are gone.,3.0,Terrific technology.  Some positive and dedicated folks.  Excellent benefits.  Can work with almost every different kind of industry.,Since they have wanted to go big time with outside money and investment with a new board - the soul of the company is gone.  Poor communication from the top now is the norm.  Politics is now the most important part of success.,5 people found this review helpful,2012-08-14, Anonymous Employee ,,,Former Employee, more than 5 years
286,"Company wants to grow, but does not have a clear direction",1.0,"-Employees are all really smart, friendly, and super supportive
-Good health benefits, 401k matching, etc.
-Great product and customer support team","-No transparency within the company
-No communication from upper management
-Lack of guidance and leadership
-Corporate culture changed really quickly",9 people found this review helpful,2012-03-26,  ,,,Former Employee,
287,Struggling to grow,3.0,"Uses cutting edge technology to gain a competitive advantage
Has potential to be a major player in the industry (IF the cards are played correctly, and that's a big IF)","Poor communication from management
Hitting difficult bumps in road to growth
Newly hired upper management is out of touch with history of company",5 people found this review helpful,2012-02-24,  ,Boulder, CO,Current Employee,
288,Growing fast while staying true to its roots,5.0,"Alteryx is a great place to work with great coworkers, good values, and a product that is going to take the company places. The new management have brought in the experience and knowledge to help grow Alteryx and its employees to their full potential, while still maintaining the values the company was founded on. Alteryx is a good mix of smart, fun people that believe in the product they are selling.",In transition with the new management,Be the first to find this review helpful,2012-02-11,  ,,,Current Employee,
289,My career at Alteryx has been very challenging and rewarding.,5.0,working with smart people who care about delivering quality products and very satisified customers who are willing to talk about results they see with our products make it all worth while.,never enough time in a release cycle to get everything done that we want to get done.,Be the first to find this review helpful,2012-02-07,  ,,,Current Employee,
