,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
134,Exciting environment!,4.0,Always something new to be involved with.,Fast pace often results in less than optimal schedules.,Be the first to find this review helpful,2021-03-09, Senior User Experience Designer ,Cambridge, MA,Current Employee, more than 3 years
135,Great EdgeExperience!,5.0,"Akamai is a great corporation and although these complex times we´ve been considered as humans first.
- Really transparent with role definitions and compensations as well.
- Making you feel comfortable with the job you are doing.
- Great teamwork, you always have a hand to help you with any request, especially in the onboarding process.
- Customer obsessed.
- Respectful for others.
- Great solutions covered by technical and marketing expertise to help you drive the Akamai message to potential customers.","No cons at the moment, really happy with the position.",Be the first to find this review helpful,2021-03-09, Solutions Engineer II ,Santiago,,Current Employee, less than 1 year
136,Best Work place,5.0,"Awesome management ,work culture and it is employee friendly.",Nothing in specific to mention.,Be the first to find this review helpful,2021-03-08, Software Engineer ,Bangalore,,Current Employee, more than 5 years
137,Good Salary & Benefits| Rude managerial behaviour,3.0,"Good salary, good benefits, good learning opportunities",Managers/seniors do not give proper training to a newcomer. Rude behaviour of managers. No scope of putting forward your own ideas. No appreciating attitude towards subordinate team members. High level of favouritism. Demotivating attitude of managers.,Be the first to find this review helpful,2021-03-08, Business Operations Analyst ,Bangalore,,Current Employee, more than 1 year
138,Great company to work for.,4.0,"Great culture, Good learning oppertunities.","Not too many cons, but one i can think of is being understaffed.",1 person found this review helpful,2021-03-07, Solutions Architect ,,,Current Employee, more than 3 years
139,Good company to work for.,5.0,"Good work life balance, smart people, interesting technology and space","Very conservative in terms of taking risk, lack of vision and clear strategy for long term growth. Favoritism in upper ranks in favor of old timers.",1 person found this review helpful,2021-03-05, Vice President ,Cambridge, MA,Current Employee,
140,Work review,4.0,"Good benefits, work-life balance and culture","Low salary hike, high work pressure",Be the first to find this review helpful,2021-03-05, Software Engineer ,,,Current Employee,
141,Humble Management and Highly Collaborative,5.0,"Access to anyone at any level if you want it.
Many Sr. Managers expressed a balance of humility and confidence, highly respectful
Many smart, highly competent people, excited to do good things for clients and each other.
Strong product market position
Human-oriented management and policies, especially for Covid and actions to improve diversity","Major initiatives require C-level commitment
Sr. Management over-taxed with too many silos to manage across
Acquisitions challenged with preserving the clients and competitive position of the product",Be the first to find this review helpful,2021-03-04, Sales Director ,Cambridge, MA,Former Employee, more than 1 year
142,Akamai Job Review,4.0,Very good work life balance,Difficulties in internal job transfers,Be the first to find this review helpful,2021-03-04, Anonymous Employee ,,,Current Employee,
143,Great people to work with,4.0,"Interesting technology, challenging scale 
Great people","No career path, lots of ""work politics""",Be the first to find this review helpful,2021-03-04," Director, Performance Engineering ",Cambridge, MA,Current Employee,
144,Best Place to work,5.0,One of the Best Place to Work for :),Nothing that is worth mentioning,Be the first to find this review helpful,2021-03-03, Anonymous Employee ,Bangalore,,Current Employee, more than 8 years
145,Great place to work,5.0,"Great place to work, with good benefits, and fantastic work life balance.",Processes are rigid and need to be updated.,Be the first to find this review helpful,2021-03-03, Software Engineer II ,Cambridge, MA,Current Employee,
146,Excellent place to work,5.0,"Salary, employee benefits, work-life balance",None as of now :),Be the first to find this review helpful,2021-03-02, Client Services Manager ,Bangalore,,Current Employee, more than 3 years
147,Good company. Innovation Culture. Diverse. Employee friendly.,4.0,"Good company. Innovation Culture. Diverse. Employee friendly.
I am happy to be part of this organisation.",Compensation can be more competitive,Be the first to find this review helpful,2021-03-02, Anonymous Employee ,,,Current Employee, more than 1 year
148,Akamai is No. 1 CDN and cloud security,4.0,"Good to work.
market leader

Good to work.
market leader","Self-service
Self-service
Self-service

red ocean for CDN market, price bidding",Be the first to find this review helpful,2021-03-02, Major Account Executive ,Seoul,,Current Employee,
149,Akamai is amazing company,5.0,"people, culture, technologies all great","cheap, below-cost competition applying pressure",1 person found this review helpful,2021-03-01, Senior Account Executive ,,,Current Employee, more than 3 years
150,Best cloud computing company to join,5.0,"Family oriented
Career boost
Product based company",nothing that I can think of,Be the first to find this review helpful,2021-02-28, Program Manager Lead ,Perth," Western Australia, Western Australia",Current Employee, more than 10 years
151,Very Good Company,4.0,Great work atmosphere and culture. The company supports the employee and contributes to an outstanding work-life balance.,Internal process documentation and definition.,Be the first to find this review helpful,2021-02-28, Security Architect ,Kraków,,Current Employee, more than 1 year
152,Good Company,4.0,Good salary provided to employees and good people,Micro politics is there in teams,Be the first to find this review helpful,2021-02-28, Technical Support Engineer ,Bangalore,,Current Employee, more than 3 years
153,I would say it's one of the BEST COMPANY TO WORK FOR!!,5.0,I would say it's one of the BEST COMPANY TO WORK FOR!!,so far NO! It's doing great !,Be the first to find this review helpful,2021-02-26, Anonymous Employee ,Bangalore,,Current Employee, more than 5 years
154,Incredible company to work for!,5.0,"Super smart, super friendly people who go out of their way to help the customer and each other.",strict vertical markets can be restrictive,Be the first to find this review helpful,2021-02-25, Senior Sales Executive ,Burlingame, CA,Current Employee,
155,Good company for Long term stay,5.0,"Flexibility, Talent Retention, Perks and bonuses",No other significant con other than legacy tech stack,Be the first to find this review helpful,2021-02-25, Sysops Engineer ,Bangalore,,Current Employee, more than 1 year
156,Beest place I have worked,5.0,"Confidence in the employee, bonuses",High demand and fast paced environment,Be the first to find this review helpful,2021-02-24, Security Architect ,San Jose," San Jose, San Jose",Current Employee,
157,"Great tech, Terrible management",3.0,Great platform for enterprise customers,Constant re-org and no place for voices to be heard,Be the first to find this review helpful,2021-02-24, Sales Manager ,Asia,,Current Employee, more than 3 years
