,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
120,Was an incredible company to work for,3.0,"I loved working at this company during my tenure. I can't speak to the environment currently, only what I experienced while there and right before I left in the summer of 2019. I watched it grow from a few thousand employees to well over 20,000 in the time I was there. It was an incredible experience and I was fortunate to learn from some of the best leaders at the company. The culture was fun and it was meaningful to be part of something bigger than any one business under the Alliance Data umbrella.  Up until the summer of 2019 things were great under Ed Heffernan's leadership and the other business leaders. After he left, things seemed to take a drastic turn and I left shortly afterwards.","It seemed the culture went from being about the people of the organization and the impacts employees were making for our clients and the community, to only being about the numbers and the bottom line. While I understand that stockholders are important and we are in the business to make revenue, the people part got lost. Optics are huge. People are a critical part of the success equation. I was once excited to go into work and by the end, I had lost that loving feeling. Over my 15+ years at the company I saw lots of changes, but nothing compared to the last 6 months.",3 people found this review helpful,2020-02-05, Director ,,,Former Employee, more than 8 years
121,Not in good shape,2.0,work life balance is solid,"poorly run
poor leadership that essentially ran the company into the ground
bad attitudes",3 people found this review helpful,2020-01-16, Manager ,,,Current Employee, more than 5 years
122,Analyst at Alliance Data,2.0,"I use to be proud to work at this company and over the past few years the company has gone completely downhill. The company does offer great flexibility, work from home options and PTO/benefits but it’s not worth it when you’re scared of being laid off everyday.",No job security and morale is horrible. Everyone walks around the office scared because they don’t know if they will be laid off next. Maternity leave is HORRIBLE and leadership no longer cares about their employees. I would never recommend someone to work at this company. They completely blindsided employees and laid off 400 people right before the holidays. The culture is no longer there and it’s sad senior leadership made so many poor decisions to let the company crumble.,5 people found this review helpful,2020-01-15, Analyst ,Columbus, OH,Former Employee, more than 5 years
123,Salary,4.0,Earn great income if you bonus.,Bonuses are based on dollars collected and each person have to compete against each other to collect the most money,Be the first to find this review helpful,2020-01-11, Recovery Specialist ,,,Current Employee, more than 5 years
124,A Well Paying Job,2.0,"Reasonable pay, friendly coworkers, community and charity involved.","Team span is large, under-staffing is leading to burn out and dissatisfied employees at all levels.",Be the first to find this review helpful,2020-01-11, Customer Care Supervisor ,,,Current Employee,
125,Ads credit management,3.0,Took pride in job ownership,Poor decisions by upper management,Be the first to find this review helpful,2020-01-07, Senior Credit Manager ,Pune,,Former Employee, more than 5 years
126,Morale and values are dead,1.0,"Benefits , and pay and Pto",Leadership has lost their abilities to remain leaders in these changing times,1 person found this review helpful,2020-01-07, Ops Lead ,Lenexa, KS,Current Employee, more than 5 years
127,Been here for years,3.0,"Benefits
Hours
Flexibility 
Good work-life balance
Team",Lack of job security with the layoffs,2 people found this review helpful,2020-01-03, Senior Analyst ,Columbus, OH,Current Employee, more than 5 years
128,I loved working here. Great benefits and definitely rewards hard work.,5.0,"Great benefits, rewards hard work, opportunity for growth and development.","Honestly, no complaints really...highly recommend.",Be the first to find this review helpful,2019-12-28, Customer Care Specialist ,Whitehall, OH,Former Employee, more than 3 years
129,Director,4.0,"Great work flexibility
Committed leadership
Growth mindset",Nothing in particular comes to mind,1 person found this review helpful,2019-12-23, Director ,Bangalore,,Current Employee, more than 1 year
130,The worse company ever,1.0,The pay was good that’s after being there for years,"Supervisor was horrible, very busy and stressful! Every single call was the worse, wanted late fees to be waived (and you had metrics to meet and had to negotiate them and got wrote up if removing too many of them) they don’t care about their employees, just you slaving for them",2 people found this review helpful,2019-12-21, Cobrand ,Lenexa, KS,Former Employee, more than 5 years
131,In Transition,3.0,Decent pay. Flexible hours. No micromanagement if you perform.,Company is in transition and everyone is scared of layoffs. Not a great time to be working here. If the company avoids a sale and layoffs come to an end it might turn around. Id avoid it for now.,5 people found this review helpful,2019-12-13, Account Manager ,Columbus, OH,Current Employee, more than 10 years
132,Great benefits great people,4.0,A lot of great people events.,Communication and growth. Also very difficult customers.,Be the first to find this review helpful,2019-12-11, Customer Service Associate ,,,Former Employee,
133,Great at first but has gone downhill the last 3 years. The company is laying people off and sending the work overseas.,1.0,The pay and amenities are nice,Leadership can't be trusted and will lie to your face.,2 people found this review helpful,2019-12-10,  ,,,Former Employee,
134,Growth and loyalty,4.0,You will find endless professional growth opportunities and amazingly loyal employees.,"Recent leadership decisions are a bit perplexing. Not sure if what is being ""said"" is the same thing that is being ""done"".",Be the first to find this review helpful,2019-12-07, Director ,Plano, TX,Former Employee, more than 10 years
135,"Poorly managed company, constant layoffs, no 2020 strategy",1.0,"The pay I got was pretty good, I was treated well by my manager and senior management. The office building I worked in was great, I got to travel a lot and no one ever complained about my food/drink charges (I kept them reasonable).","There are a LOT of cons right now. Let's recap.

June 2019: Alliance Data CEO Heffernan is asked to leave by the board and called a ""retirement"". Top exec Melisa Miller becomes CEO.
August 2019: Miller fires Pearson, the CEO of subsidiary LoyaltyOne. Talk going around is they want to sell it off like they did the other subsidiary Epsilon earlier.
Nov 2019: The ADS board interviews Andretta for COO. They decide he will make a great CEO, so they push aside Miller and appoint Andretta as CEO. Miller is out.

In a company like this where everyone is pushing everyone else out, how can one survive and build a long term career? ADS seems confused about what they want to do next. They seem to want to get rid of all their other businesses and just keep ADS Card Services, so the above moves are along those lines. This has caused a lot of uncertainty in LoyaltyOne and it's own subsidiaries and I got let go because of this along with a bunch of other people even though I was an important part of what we were doing. The only reason it makes logical sense to get rid of my role is that they want to sell the company in 2020 so don't want to spend money on a role that isn't going to make the company look good to a prospective buyer. The name may be LoyaltyOne but there is no loyalty anywhere to be found.

The most appalling thing for me was the general work culture. People walk in at 10am, lazily and yawning and start packing up to leave at 3pm and are out by 3:30pm. How can things get done? No one takes deadlines seriously and developers always have a ready list of excuses to explain why they could not get their assigned tasks done. Doctor appointment, cat got sick, TTC late etc etc. I have never been able to get my developers meet their agreed upon dates. Senior management has an overly aggressive agenda and complains that we miss dates, so when I communicate this to my developers, they get offended and complain to their managers up their chain and I hear from my manager that I was targeting them and how they felt bad. A bunch of snowflakes who have a nice relaxed gig in place and want to keep it that way.

Everyone seems to be more interested in poking their noses in other people's jobs and constantly giving out unsolicited advice and suggestions. If you don't take their suggestions, they get offended again. And people in the office actually sulk and make long faces when they are displeased. If it wasn't disrupting business, it would be hilarious. I was assigned to a person who does not do what I do and has never done that before. Instead of trusting me and my 10+ year experience, he would micromanage me on everything and give me detailed instructions on what to do. I knew some things would not lead to the right result, but he would not listen. At a point I decided it is better to just do what he said so as to avoid any friction. Everyone wants to be a leader with no responsibility for the results. Everything is done ""by committee"". If I make a recommendation to my boss on something that affects what I am responsible for, he would want to call a big meeting, spend an hour yakking about it, take everyone's opinion, then come up with a plan  of action that made everyone happy. Is that the way to run a business? No wonder the company is failing.

I am happy to be out of there and onto my next journey. There was no career path and for the last year I felt I was wasting away not doing anything impactful and that they were paying me a good amount of money but not using me.",9 people found this review helpful,2019-12-06, Director ,,,Former Employee, more than 3 years
