,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
132,Growth with vision,5.0,"Decent Pay, work life balance, decent projects, smart people, freedom to experiment, great management, easy to move between orgs",Not much I have faced in recent times.,Be the first to find this review helpful,2021-03-15, Engineer ,Austin, TX,Current Employee, more than 3 years
133,Feels great to love my job!,5.0,"Amazing team
Great products
Supportive coworkers
Enabled to make change happen",None that I can think of,Be the first to find this review helpful,2021-03-15, MLM ,,,Current Employee,
134,AMD Review,5.0,"Competitive salary, interesting projects, flexible work hours.",Responsibility not widely distributed; rests on the shoulders of a few.,Be the first to find this review helpful,2021-03-15, Senior Software Development Engineer ,Boston, MA,Current Employee, more than 1 year
135,Good work,4.0,Great passion drives most teams,Lots of red tape interfere,Be the first to find this review helpful,2021-03-14, Software Engineer ,Markham, ON,Current Employee, more than 1 year
136,verygood,5.0,learn new things and work,timelines are tight for some projects,Be the first to find this review helpful,2021-03-13, Senior ASIC/Layout Design Engineer ,Hyderābād,,Current Employee, more than 1 year
137,Lot of politics and favoritism based on race,3.0,Good projects and very good CEO,Because of politics and favoritism most of the times even though work is excellent there is less motivation. Pay wise they do poor compared to any other silicon company and we can’t even ask for good pays. Promotions are stalled only if manager is a partial person. As Chinese team is involved they are trying to get Asian culture into the team where no one says no to boss even when he is wrong . I work at Orlando site and if you are getting a better opportunity else where please do go there AMD no doubt looks cool from out but is worst place to be in,2 people found this review helpful,2021-03-11, Silicon Design Engineer ,Orlando, FL,Current Employee, more than 3 years
138,Good Company,5.0,"Excellent CEO, Good People, Good product","poor process, no documents, too many reviews",Be the first to find this review helpful,2021-03-11, Senior Program Manager ,Shanghai," Shanghai, Shanghai",Current Employee,
139,Great workplace,4.0,"friendly people, helpful people, company incentives","can be daunting at times, can get lost in the organization, no stock options for NCG hires, work can get crazy hectic.",Be the first to find this review helpful,2021-03-10, Product Development Engineer II ,Austin, TX,Current Employee, less than 1 year
140,Flexible work culture,4.0,"Flexible work culture, good place to start your career with",Less salary and compensation in comparison,Be the first to find this review helpful,2021-03-09, Senior Software Development Engineer ,,,Current Employee,
141,Go get it,4.0,Great company to work for if you're ready to challenge the status quo and carve out work for yourself.,"There are many people who are just there to coast, which is understandable. They can feel like crabs in a bucket though",Be the first to find this review helpful,2021-03-09, Member Of Technical Staff ,,,Former Employee, more than 3 years
142,nice,5.0,nice environment to work in,a lot of stress and little time off,Be the first to find this review helpful,2021-03-09, Business Analyst ,North Toronto, ON,Current Employee,
143,Good Place,5.0,Easy going coworker. Good management,Salary is lower than industry standard. Very busy,Be the first to find this review helpful,2021-03-08, Senior Silicon Design Engineer ,Markham, ON,Current Employee, more than 3 years
144,AMD review as MTS engineer,4.0,Lots to learns. Interesting projects,work life balance can get tricky in lieu of multiple projects.,Be the first to find this review helpful,2021-03-08, Member of Technical Staff(MTS) ,,,Current Employee,
145,none,3.0,stock doing great these years,very busy at work these days,Be the first to find this review helpful,2021-03-07, Senior Hardware Engineer ,Mountain View, CA,Current Employee,
146,Great place to work,5.0,"Pay, salary, culture, leadership, fun","Competitive, tough, hard sale, HR, tech",Be the first to find this review helpful,2021-03-05, Sales Manager ,La Sal, UT,Current Employee, more than 5 years
147,"Great company, great work, awesome structure, awful pay",4.0,"Great technical leadership, great managers, awesome place to learn and develop and grow. Mostly fun really smart people to work with. Work is interesting and if you aren't happy people are receptive to it and will assign you a different roll. Work life balance was generally good.

I didn't realize until after I left how awesome the accountability and support structures at AMD were.","Their in house verification framework is awful and the people who developed it are pretentious and defensive when you ask them to document it. Overall compensation is about 50% less than other places (both of these ""cons"" may have changed since I was there)",Be the first to find this review helpful,2021-03-05, Engineer ,Fort Collins, CO,Former Employee, more than 5 years
148,Good folks,5.0,Good folks to work with and learn from,Capacity does not equate recognition,Be the first to find this review helpful,2021-03-04, GPU Architect ,San Diego, CA,Current Employee, more than 1 year
149,Ownership,3.0,"Great products and roadmap, world class products",Stock benefit is not competitive,Be the first to find this review helpful,2021-03-04, Software Manager ,Bangalore,,Former Employee, more than 1 year
150,Great for career growth.,5.0,Good working culture and opportunities to work in cutting-edge technologies.,Average salary and benefits. Remote location.,Be the first to find this review helpful,2021-03-02, Silicon Design Engineer II ,Boxborough, MA,Current Employee, more than 1 year
151,Great Company,5.0,Room to grow and expand,"There is none, perfect company",Be the first to find this review helpful,2021-03-01, Operations Director ,,,Former Employee,
152,good company,5.0,"It has respectful, friendly, advanced environment","there is no downside, unless you have a bad manager.",1 person found this review helpful,2021-03-01, Senior Software Engineer ,Toronto, ON,Former Employee, more than 1 year
153,Minimal Inter-Team Collab,4.0,"Lots to do
Good pay
Strong access to resources/funds","Too much workload
Burnout is easy",Be the first to find this review helpful,2021-02-28, Senior Product Development Engineer ,Markham, ON,Current Employee, more than 1 year
154,Great Place for Aspiring Computer Engineers,5.0,"- Relaxed yet hard working environment
- Like minded people
- Insight into the industy","- Hardware Validation is boring
- Not much room for growth on the team",Be the first to find this review helpful,2021-02-27, Hardware Validation Intern ,Markham, ON,Former Employee, more than 1 year
155,Good company,4.0,"Good pay, good development work, good managers and teams","Employee engagement activities are pretty low(also depends on team you are part of), no cab or bus facility.",Be the first to find this review helpful,2021-02-27, Anonymous Employee ,Bangalore,,Current Employee, more than 1 year
156,Great Place to Work,4.0,"- Supportive and care on remote work
- Fast growing but with order and structure
- Great Leadership","- HR not that present
- Having access to be promoted can take too long",1 person found this review helpful,2021-02-26, Regional Sales Manager ,,,Current Employee, more than 8 years
